STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 49,17110813,2,     ,  610,     ,     ,                    ,     ,
 49,17110813,3,     ,     ,     ,     ,                    ,     ,
 49,17110814,1,     ,     ,     ,     ,                    ,     ,
 49,17110814,2,     ,  600,     ,     ,                    ,     ,
 49,17110814,3,     ,     ,     ,     ,                    ,     ,
 49,17110815,1,     ,     ,     ,     ,                    ,     ,
 49,17110815,2,     ,  600,     ,     ,                    ,     ,
 49,17110815,3,     ,     ,     ,     ,                    ,     ,
 49,17110816,1,     ,     ,     ,     ,                    ,     ,
 49,17110816,2,     ,  590,     ,     ,                    ,     ,
 49,17110816,3,     ,     ,     ,     ,                    ,     ,
 49,17110817,1,     ,     ,     ,     ,                    ,     ,
 49,17110817,2,     ,  610,     ,     ,                    ,     ,
 49,17110817,3,     ,     ,     ,     ,                    ,     ,
 49,17110818,1,     ,     ,     ,     ,                    ,     ,
 49,17110818,2,     ,  610,     ,     ,                    ,     ,
 49,17110818,3,     ,     ,     ,     ,                    ,     ,
 49,17110819,1,     ,     ,     ,     ,                    ,     ,
 49,17110819,2,     ,  600,     ,     ,                    ,     ,
 49,17110819,3,     ,     ,     ,     ,                    ,     ,
 49,17110820,1,     ,     ,     ,     ,                    ,     ,
 49,17110820,2,     ,  610,     ,     ,                    ,     ,
 49,17110820,3,     ,     ,     ,     ,                    ,     ,
 49,17110821,1,     ,     ,     ,     ,                    ,     ,
 49,17110821,2,     ,  610,     ,     ,                    ,     ,
 49,17110821,3,     ,     ,     ,     ,                    ,     ,
 49,17110822,1,     ,     ,     ,     ,                    ,     ,
 49,17110822,2,     ,  620,     ,     ,                    ,     ,
 49,17110822,3,     ,     ,     ,     ,                    ,     ,
 49,17110823,1,     ,     ,     ,     ,                    ,     ,
 49,17110823,2,     ,  640,     ,     ,                    ,     ,
 49,17110823,3,     ,     ,     ,     ,                    ,     ,
 49,17110824,1,     ,     ,     ,     ,                    ,     ,
 49,17110824,2,     ,  640,     ,     ,                    ,     ,
 49,17110824,3,     ,     ,     ,     ,                    ,     ,
 49,17110825,1,     ,     ,     ,     ,                    ,     ,
 49,17110825,2,     ,  640,     ,     ,                    ,     ,
 49,17110825,3,     ,     ,     ,     ,                    ,     ,
 49,17110826,1,     ,     ,     ,     ,                    ,     ,
 49,17110826,2,     ,  640,     ,     ,                    ,     ,
 49,17110826,3,     ,     ,     ,     ,                    ,     ,
 49,17110827,1,     ,     ,     ,     ,                    ,     ,
 49,17110827,2,     ,  650,     ,     ,                    ,     ,
 49,17110827,3,     ,     ,     ,     ,                    ,     ,
 49,17110828,1,     ,     ,     ,     ,                    ,     ,
 49,17110828,2,     ,  660,     ,     ,                    ,     ,
 49,17110828,3,     ,     ,     ,     ,                    ,     ,
 49,17110829,1,     ,     ,     ,     ,                    ,     ,
 49,17110829,2,     ,  660,     ,     ,                    ,     ,
 49,17110829,3,     ,     ,     ,     ,                    ,     ,
 49,17110830,1,     ,     ,     ,     ,                    ,     ,
 49,17110830,2,     ,  630,     ,     ,                    ,     ,
 49,17110830,3,     ,     ,     ,     ,                    ,     ,
 49,17110831,1,     ,     ,     ,     ,                    ,     ,
 49,17110831,2,     ,  650,     ,     ,                    ,     ,
 49,17110831,3,     ,     ,     ,     ,                    ,     ,
 49,17110901,1,     ,     ,     ,     ,                    ,     ,
 49,17110901,2,     ,  600,     ,     ,                    ,     ,
 49,17110901,3,     ,     ,     ,     ,                    ,     ,
 49,17110902,1,     ,     ,     ,     ,                    ,     ,
 49,17110902,2,     ,  600,     ,     ,                    ,     ,
 49,17110902,3,     ,     ,     ,     ,                    ,     ,
 49,17110903,1,     ,     ,     ,     ,                    ,     ,
 49,17110903,2,     ,  600,     ,     ,                    ,     ,
 49,17110903,3,     ,     ,     ,     ,                    ,     ,
 49,17110904,1,     ,     ,     ,     ,                    ,     ,
 49,17110904,2,     ,  600,     ,     ,                    ,     ,
 49,17110904,3,     ,     ,     ,     ,                    ,     ,
 49,17110905,1,     ,     ,     ,     ,                    ,     ,
 49,17110905,2,     ,  600,     ,     ,                    ,     ,
 49,17110905,3,     ,     ,     ,     ,                    ,     ,
 49,17110906,1,     ,     ,     ,     ,                    ,     ,
 49,17110906,2,     ,  600,     ,     ,                    ,     ,
 49,17110906,3,     ,     ,     ,     ,                    ,     ,
 49,17110907,1,     ,     ,     ,     ,                    ,     ,
 49,17110907,2,     ,  600,     ,     ,                    ,     ,
 49,17110907,3,     ,     ,     ,     ,                    ,     ,
 49,17110908,1,     ,     ,     ,     ,                    ,     ,
 49,17110908,2,     ,  590,     ,     ,                    ,     ,
 49,17110908,3,     ,     ,     ,     ,                    ,     ,
 49,17110909,1,     ,     ,     ,     ,                    ,     ,
 49,17110909,2,     ,  590,     ,     ,                    ,     ,
 49,17110909,3,     ,     ,     ,     ,                    ,     ,
 49,17110910,1,     ,     ,     ,     ,                    ,     ,
 49,17110910,2,     ,  590,     ,     ,                    ,     ,
 49,17110910,3,     ,     ,     ,     ,                    ,     ,
 49,17110911,1,     ,     ,     ,     ,                    ,     ,
 49,17110911,2,     ,  600,     ,     ,                    ,     ,
 49,17110911,3,     ,     ,     ,     ,                    ,     ,
 49,17110912,1,     ,     ,     ,     ,                    ,     ,
 49,17110912,2,     ,  600,     ,     ,                    ,     ,
 49,17110912,3,     ,     ,     ,     ,                    ,     ,
 49,17110913,1,     ,     ,     ,     ,                    ,     ,
 49,17110913,2,     ,  590,     ,     ,                    ,     ,
 49,17110913,3,     ,     ,     ,     ,                    ,     ,
 49,17110914,1,     ,     ,     ,     ,                    ,     ,
 49,17110914,2,     ,  590,     ,     ,                    ,     ,
 49,17110914,3,     ,     ,     ,     ,                    ,     ,
 49,17110915,1,     ,     ,     ,     ,                    ,     ,
 49,17110915,2,     ,  590,     ,     ,                    ,     ,
 49,17110915,3,     ,     ,     ,     ,                    ,     ,
 49,17110916,1,     ,     ,     ,     ,                    ,     ,
 49,17110916,2,     ,  590,     ,     ,                    ,     ,
 49,17110916,3,     ,     ,     ,     ,                    ,     ,
 49,17110917,1,     ,     ,     ,     ,                    ,     ,
 49,17110917,2,     ,  560,     ,     ,                    ,     ,
 49,17110917,3,     ,     ,     ,     ,                    ,     ,
 49,17110918,1,     ,     ,     ,     ,                    ,     ,
 49,17110918,2,     ,  560,     ,     ,                    ,     ,
 49,17110918,3,     ,     ,     ,     ,                    ,     ,
 49,17110919,1,     ,     ,     ,     ,                    ,     ,
 49,17110919,2,     ,  560,     ,     ,                    ,     ,
 49,17110919,3,     ,     ,     ,     ,                    ,     ,
 49,17110920,1,     ,     ,     ,     ,                    ,     ,
 49,17110920,2,     ,  560,     ,     ,                    ,     ,
 49,17110920,3,     ,     ,     ,     ,                    ,     ,
 49,17110921,1,     ,     ,     ,     ,                    ,     ,
 49,17110921,2,     ,  560,     ,     ,                    ,     ,
 49,17110921,3,     ,     ,     ,     ,                    ,     ,
 49,17110922,1,     ,     ,     ,     ,                    ,     ,
 49,17110922,2,     ,  560,     ,     ,                    ,     ,
 49,17110922,3,     ,     ,     ,     ,                    ,     ,
 49,17110923,1,     ,     ,     ,     ,                    ,     ,
 49,17110923,2,     ,  570,     ,     ,                    ,     ,
 49,17110923,3,     ,     ,     ,     ,                    ,     ,
 49,17110924,1,     ,     ,     ,     ,                    ,     ,
 49,17110924,2,     ,  560,     ,     ,                    ,     ,
 49,17110924,3,     ,     ,     ,     ,                    ,     ,
 49,17110925,1,     ,     ,     ,     ,                    ,     ,
 49,17110925,2,     ,  530,     ,     ,                    ,     ,
 49,17110925,3,     ,     ,     ,     ,                    ,     ,
 49,17110926,1,     ,     ,     ,     ,                    ,     ,
 49,17110926,2,     ,  530,     ,     ,                    ,     ,
 49,17110926,3,     ,     ,     ,     ,                    ,     ,
 49,17110927,1,     ,     ,     ,     ,                    ,     ,
 49,17110927,2,     ,  540,     ,     ,                    ,     ,
 49,17110927,3,     ,     ,     ,     ,                    ,     ,
 49,17110928,1,     ,     ,     ,     ,                    ,     ,
 49,17110928,2,     ,  550,     ,     ,                    ,     ,
 49,17110928,3,     ,     ,     ,     ,                    ,     ,
 49,17110929,1,     ,     ,     ,     ,                    ,     ,
 49,17110929,2,     ,  550,     ,     ,                    ,     ,
 49,17110929,3,     ,     ,     ,     ,                    ,     ,
 49,17110930,1,     ,     ,     ,     ,                    ,     ,
 49,17110930,2,     ,  560,     ,     ,                    ,     ,
 49,17110930,3,     ,     ,     ,     ,                    ,     ,
 49,17111001,1,     ,     ,     ,     ,                    ,     ,
 49,17111001,2,     ,  570,     ,     ,                    ,     ,
 49,17111001,3,     ,     ,     ,     ,                    ,     ,
 49,17111002,1,     ,     ,     ,     ,                    ,     ,
 49,17111002,2,     ,  540,     ,     ,                    ,     ,
 49,17111002,3,     ,     ,     ,     ,                    ,     ,
 49,17111003,1,     ,     ,     ,     ,                    ,     ,
 49,17111003,2,     ,  540,     ,     ,                    ,     ,
 49,17111003,3,     ,     ,     ,     ,                    ,     ,
 49,17111004,1,     ,     ,     ,     ,                    ,     ,
 49,17111004,2,     ,  540,     ,     ,                    ,     ,
 49,17111004,3,     ,     ,     ,     ,                    ,     ,
 49,17111005,1,     ,     ,     ,     ,                    ,     ,
 49,17111005,2,     ,  540,     ,     ,                    ,     ,
 49,17111005,3,     ,     ,     ,     ,                    ,     ,
 49,17111006,1,     ,     ,     ,     ,                    ,     ,
 49,17111006,2,     ,  540,     ,     ,                    ,     ,
 49,17111006,3,     ,     ,     ,     ,                    ,     ,
 49,17111007,1,     ,     ,     ,     ,                    ,     ,
 49,17111007,2,     ,  540,     ,     ,                    ,     ,
 49,17111007,3,     ,     ,     ,     ,                    ,     ,
 49,17111008,1,     ,     ,     ,     ,                    ,     ,
 49,17111008,2,     ,  540,     ,     ,                    ,     ,
 49,17111008,3,     ,     ,     ,     ,                    ,     ,
 49,17111009,1,     ,     ,     ,     ,                    ,     ,
 49,17111009,2,     ,  540,     ,     ,                    ,     ,
 49,17111009,3,     ,     ,     ,     ,                    ,     ,
 49,17111010,1,     ,     ,     ,     ,                    ,     ,
 49,17111010,2,     ,  520,     ,     ,                    ,     ,
 49,17111010,3,     ,     ,     ,     ,                    ,     ,
 49,17111011,1,     ,     ,     ,     ,                    ,     ,
 49,17111011,2,     ,  490,     ,     ,                    ,     ,
 49,17111011,3,     ,     ,     ,     ,                    ,     ,
 49,17111012,1,     ,     ,     ,     ,                    ,     ,
 49,17111012,2,     ,  520,     ,     ,                    ,     ,
 49,17111012,3,     ,     ,     ,     ,                    ,     ,
 49,17111013,1,     ,     ,     ,     ,                    ,     ,
 49,17111013,2,     ,  530,     ,     ,                    ,     ,
 49,17111013,3,     ,     ,     ,     ,                    ,     ,
 49,17111014,1,     ,     ,     ,     ,                    ,     ,
 49,17111014,2,     ,  540,     ,     ,                    ,     ,
 49,17111014,3,     ,     ,     ,     ,                    ,     ,
 49,17111015,1,     ,     ,     ,     ,                    ,     ,
 49,17111015,2,     ,  540,     ,     ,                    ,     ,
 49,17111015,3,     ,     ,     ,     ,                    ,     ,
 49,17111016,1,     ,     ,     ,     ,                    ,     ,
 49,17111016,2,     ,  530,     ,     ,                    ,     ,
 49,17111016,3,     ,     ,     ,     ,                    ,     ,
 49,17111017,1,     ,     ,     ,     ,                    ,     ,
 49,17111017,2,     ,  520,     ,     ,                    ,     ,
 49,17111017,3,     ,     ,     ,     ,                    ,     ,
 49,17111018,1,     ,     ,     ,     ,                    ,     ,
 49,17111018,2,     ,  520,     ,     ,                    ,     ,
 49,17111018,3,     ,     ,     ,     ,                    ,     ,
 49,17111019,1,     ,     ,     ,     ,                    ,     ,
 49,17111019,2,     ,  500,     ,     ,                    ,     ,
 49,17111019,3,     ,     ,     ,     ,                    ,     ,
 49,17111020,1,     ,     ,     ,     ,                    ,     ,
 49,17111020,2,     ,  490,     ,     ,                    ,     ,
 49,17111020,3,     ,     ,     ,     ,                    ,     ,
 49,17111021,1,     ,     ,     ,     ,                    ,     ,
 49,17111021,2,     ,  490,     ,     ,                    ,     ,
 49,17111021,3,     ,     ,     ,     ,                    ,     ,
 49,17111022,1,     ,     ,     ,     ,                    ,     ,
 49,17111022,2,     ,  490,     ,     ,                    ,     ,
 49,17111022,3,     ,     ,     ,     ,                    ,     ,
 49,17111023,1,     ,     ,     ,     ,                    ,     ,
 49,17111023,2,     ,  490,     ,     ,                    ,     ,
 49,17111023,3,     ,     ,     ,     ,                    ,     ,
 49,17111024,1,     ,     ,     ,     ,                    ,     ,
 49,17111024,2,     ,  490,     ,     ,                    ,     ,
 49,17111024,3,     ,     ,     ,     ,                    ,     ,
 49,17111025,1,     ,     ,     ,     ,                    ,     ,
 49,17111025,2,     ,  490,     ,     ,                    ,     ,
 49,17111025,3,     ,     ,     ,     ,                    ,     ,
 49,17111026,1,     ,     ,     ,     ,                    ,     ,
 49,17111026,2,     ,  490,     ,     ,                    ,     ,
 49,17111026,3,     ,     ,     ,     ,                    ,     ,
 49,17111027,1,     ,     ,     ,     ,                    ,     ,
 49,17111027,2,     ,  480,     ,     ,                    ,     ,
 49,17111027,3,     ,     ,     ,     ,                    ,     ,
 49,17111028,1,     ,     ,     ,     ,                    ,     ,
 49,17111028,2,     ,  470,     ,     ,                    ,     ,
 49,17111028,3,     ,     ,     ,     ,                    ,     ,
 49,17111029,1,     ,     ,     ,     ,                    ,     ,
 49,17111029,2,     ,  460,     ,     ,                    ,     ,
 49,17111029,3,     ,     ,     ,     ,                    ,     ,
 49,17111030,1,     ,     ,     ,     ,                    ,     ,
 49,17111030,2,     ,  480,     ,     ,                    ,     ,
 49,17111030,3,     ,     ,     ,     ,                    ,     ,
 49,17111031,1,     ,     ,     ,     ,                    ,     ,
 49,17111031,2,     ,  490,     ,     ,                    ,     ,
 49,17111031,3,     ,     ,     ,     ,                    ,     ,
 49,17111101,1,     ,     ,     ,     ,                    ,     ,
 49,17111101,2,     ,  500,     ,     ,                    ,     ,
 49,17111101,3,     ,     ,     ,     ,                    ,     ,
 49,17111102,1,     ,     ,     ,     ,                    ,     ,
 49,17111102,2,     ,  480,     ,     ,                    ,     ,
 49,17111102,3,     ,     ,     ,     ,                    ,     ,
 49,17111103,1,     ,     ,     ,     ,                    ,     ,
 49,17111103,2,     ,  500,     ,     ,                    ,     ,
 49,17111103,3,     ,     ,     ,     ,                    ,     ,
 49,17111104,1,     ,     ,     ,     ,                    ,     ,
 49,17111104,2,     ,  500,     ,     ,                    ,     ,
 49,17111104,3,     ,     ,     ,     ,                    ,     ,
 49,17111105,1,     ,     ,     ,     ,                    ,     ,
 49,17111105,2,     ,  490,     ,     ,                    ,     ,
 49,17111105,3,     ,     ,     ,     ,                    ,     ,
 49,17111106,1,     ,     ,     ,     ,                    ,     ,
 49,17111106,2,     ,  470,     ,     ,                    ,     ,
 49,17111106,3,     ,     ,     ,     ,                    ,     ,
 49,17111107,1,     ,     ,     ,     ,                    ,     ,
 49,17111107,2,     ,  440,     ,     ,                    ,     ,
 49,17111107,3,     ,     ,     ,     ,                    ,     ,
 49,17111108,1,     ,     ,     ,     ,                    ,     ,
 49,17111108,2,     ,  450,     ,     ,                    ,     ,
 49,17111108,3,     ,     ,     ,     ,                    ,     ,
 49,17111109,1,     ,     ,     ,     ,                    ,     ,
 49,17111109,2,     ,  450,     ,     ,                    ,     ,
 49,17111109,3,     ,     ,     ,     ,                    ,     ,
 49,17111110,1,     ,     ,     ,     ,                    ,     ,
 49,17111110,2,     ,  490,     ,     ,                    ,     ,
 49,17111110,3,     ,     ,     ,     ,                    ,     ,
 49,17111111,1,     ,     ,     ,     ,                    ,     ,
 49,17111111,2,     ,  480,     ,     ,                    ,     ,
 49,17111111,3,     ,     ,     ,     ,                    ,     ,
 49,17111112,1,     ,     ,     ,     ,                    ,     ,
 49,17111112,2,     ,  470,     ,     ,                    ,     ,
 49,17111112,3,     ,     ,     ,     ,                    ,     ,
 49,17111113,1,     ,     ,     ,     ,                    ,     ,
 49,17111113,2,     ,  490,     ,     ,                    ,     ,
 49,17111113,3,     ,     ,     ,     ,                    ,     ,
 49,17111114,1,     ,     ,     ,     ,                    ,     ,
 49,17111114,2,     ,  460,     ,     ,                    ,     ,
 49,17111114,3,     ,     ,     ,     ,                    ,     ,
 49,17111115,1,     ,     ,     ,     ,                    ,     ,
 49,17111115,2,     ,  450,     ,     ,                    ,     ,
 49,17111115,3,     ,     ,     ,     ,                    ,     ,
 49,17111116,1,     ,     ,     ,     ,                    ,     ,
 49,17111116,2,     ,  470,     ,     ,                    ,     ,
 49,17111116,3,     ,     ,     ,     ,                    ,     ,
 49,17111117,1,     ,     ,     ,     ,                    ,     ,
 49,17111117,2,     ,  490,     ,     ,                    ,     ,
 49,17111117,3,     ,     ,     ,     ,                    ,     ,
 49,17111118,1,     ,     ,     ,     ,                    ,     ,
 49,17111118,2,     ,  480,     ,     ,                    ,     ,
 49,17111118,3,     ,     ,     ,     ,                    ,     ,
 49,17111119,1,     ,     ,     ,     ,                    ,     ,
 49,17111119,2,     ,  470,     ,     ,                    ,     ,
 49,17111119,3,     ,     ,     ,     ,                    ,     ,
 49,17111120,1,     ,     ,     ,     ,                    ,     ,
 49,17111120,2,     ,  460,     ,     ,                    ,     ,
 49,17111120,3,     ,     ,     ,     ,                    ,     ,
 49,17111121,1,     ,     ,     ,     ,                    ,     ,
 49,17111121,2,     ,  460,     ,     ,                    ,     ,
 49,17111121,3,     ,     ,     ,     ,                    ,     ,
 49,17111122,1,     ,     ,     ,     ,                    ,     ,
 49,17111122,2,     ,  480,     ,     ,                    ,     ,
 49,17111122,3,     ,     ,     ,     ,                    ,     ,
 49,17111123,1,     ,     ,     ,     ,                    ,     ,
 49,17111123,2,     ,  490,     ,     ,                    ,     ,
 49,17111123,3,     ,     ,     ,     ,                    ,     ,
 49,17111124,1,     ,     ,     ,     ,                    ,     ,
 49,17111124,2,     ,  510,     ,     ,                    ,     ,
 49,17111124,3,     ,     ,     ,     ,                    ,     ,
 49,17111125,1,     ,     ,     ,     ,                    ,     ,
 49,17111125,2,     ,  500,     ,     ,                    ,     ,
 49,17111125,3,     ,     ,     ,     ,                    ,     ,
 49,17111126,1,     ,     ,     ,     ,                    ,     ,
 49,17111126,2,     ,  470,     ,     ,                    ,     ,
 49,17111126,3,     ,     ,     ,     ,                    ,     ,
 49,17111127,1,     ,     ,     ,     ,                    ,     ,
 49,17111127,2,     ,  450,     ,     ,                    ,     ,
 49,17111127,3,     ,     ,     ,     ,                    ,     ,
 49,17111128,1,     ,     ,     ,     ,                    ,     ,
 49,17111128,2,     ,  430,     ,     ,                    ,     ,
 49,17111128,3,     ,     ,     ,     ,                    ,     ,
 49,17111129,1,     ,     ,     ,     ,                    ,     ,
 49,17111129,2,     ,  420,     ,     ,                    ,     ,
 49,17111129,3,     ,     ,     ,     ,                    ,     ,
 49,17111130,1,     ,     ,     ,     ,                    ,     ,
 49,17111130,2,     ,  430,     ,     ,                    ,     ,
 49,17111130,3,     ,     ,     ,     ,                    ,     ,
 49,17111201,1,     ,     ,     ,     ,                    ,     ,
 49,17111201,2,     ,  460,     ,     ,                    ,     ,
 49,17111201,3,     ,     ,     ,     ,                    ,     ,
 49,17111202,1,     ,     ,     ,     ,                    ,     ,
 49,17111202,2,     ,  450,     ,     ,                    ,     ,
 49,17111202,3,     ,     ,     ,     ,                    ,     ,
 49,17111203,1,     ,     ,     ,     ,                    ,     ,
 49,17111203,2,     ,  450,     ,     ,                    ,     ,
 49,17111203,3,     ,     ,     ,     ,                    ,     ,
 49,17111204,1,     ,     ,     ,     ,                    ,     ,
 49,17111204,2,     ,  440,     ,     ,                    ,     ,
 49,17111204,3,     ,     ,     ,     ,                    ,     ,
 49,17111205,1,     ,     ,     ,     ,                    ,     ,
 49,17111205,2,     ,  410,     ,     ,                    ,     ,
 49,17111205,3,     ,     ,     ,     ,                    ,     ,
 49,17111206,1,     ,     ,     ,     ,                    ,     ,
 49,17111206,2,     ,  400,     ,     ,                    ,     ,
 49,17111206,3,     ,     ,     ,     ,                    ,     ,
 49,17111207,1,     ,     ,     ,     ,                    ,     ,
 49,17111207,2,     ,  410,     ,     ,                    ,     ,
 49,17111207,3,     ,     ,     ,     ,                    ,     ,
 49,17111208,1,     ,     ,     ,     ,                    ,     ,
 49,17111208,2,     ,  430,     ,     ,                    ,     ,
 49,17111208,3,     ,     ,     ,     ,                    ,     ,
 49,17111209,1,     ,     ,     ,     ,                    ,     ,
 49,17111209,2,     ,  440,     ,     ,                    ,     ,
 49,17111209,3,     ,     ,     ,     ,                    ,     ,
 49,17111210,1,     ,     ,     ,     ,                    ,     ,
 49,17111210,2,     ,  440,     ,     ,                    ,     ,
 49,17111210,3,     ,     ,     ,     ,                    ,     ,
 49,17111211,1,     ,     ,     ,     ,                    ,     ,
 49,17111211,2,     ,  450,     ,     ,                    ,     ,
 49,17111211,3,     ,     ,     ,     ,                    ,     ,
 49,17111212,1,     ,     ,     ,     ,                    ,     ,
 49,17111212,2,     ,  440,     ,     ,                    ,     ,
 49,17111212,3,     ,     ,     ,     ,                    ,     ,
 49,17111213,1,     ,     ,     ,     ,                    ,     ,
 49,17111213,2,     ,  430,     ,     ,                    ,     ,
 49,17111213,3,     ,     ,     ,     ,                    ,     ,
 49,17111214,1,     ,     ,     ,     ,                    ,     ,
 49,17111214,2,     ,  430,     ,     ,                    ,     ,
 49,17111214,3,     ,     ,     ,     ,                    ,     ,
 49,17111215,1,     ,     ,     ,     ,                    ,     ,
 49,17111215,2,     ,  440,     ,     ,                    ,     ,
 49,17111215,3,     ,     ,     ,     ,                    ,     ,
 49,17111216,1,     ,     ,     ,     ,                    ,     ,
 49,17111216,2,     ,  420,     ,     ,                    ,     ,
 49,17111216,3,     ,     ,     ,     ,                    ,     ,
 49,17111217,1,     ,     ,     ,     ,                    ,     ,
 49,17111217,2,     ,  440,     ,     ,                    ,     ,
 49,17111217,3,     ,     ,     ,     ,                    ,     ,
 49,17111218,1,     ,     ,     ,     ,                    ,     ,
 49,17111218,2,     ,  470,     ,     ,                    ,     ,
 49,17111218,3,     ,     ,     ,     ,                    ,     ,
 49,17111219,1,     ,     ,     ,     ,                    ,     ,
 49,17111219,2,     ,  480,     ,     ,                    ,     ,
 49,17111219,3,     ,     ,     ,     ,                    ,     ,
 49,17111220,1,     ,     ,     ,     ,                    ,     ,
 49,17111220,2,     ,  470,     ,     ,                    ,     ,
 49,17111220,3,     ,     ,     ,     ,                    ,     ,
 49,17111221,1,     ,     ,     ,     ,                    ,     ,
 49,17111221,2,     ,  450,     ,     ,                    ,     ,
 49,17111221,3,     ,     ,     ,     ,                    ,     ,
 49,17111222,1,     ,     ,     ,     ,                    ,     ,
 49,17111222,2,     ,  440,     ,     ,                    ,     ,
 49,17111222,3,     ,     ,     ,     ,                    ,     ,
 49,17111223,1,     ,     ,     ,     ,                    ,     ,
 49,17111223,2,     ,  440,     ,     ,                    ,     ,
 49,17111223,3,     ,     ,     ,     ,                    ,     ,
 49,17111224,1,     ,     ,     ,     ,                    ,     ,
 49,17111224,2,     ,  410,     ,     ,                    ,     ,
 49,17111224,3,     ,     ,     ,     ,                    ,     ,
 49,17111225,1,     ,     ,     ,     ,                    ,     ,
 49,17111225,2,     ,  380,     ,     ,                    ,     ,
 49,17111225,3,     ,     ,     ,     ,                    ,     ,
 49,17111226,1,     ,     ,     ,     ,                    ,     ,
 49,17111226,2,     ,  400,     ,     ,                    ,     ,
 49,17111226,3,     ,     ,     ,     ,                    ,     ,
 49,17111227,1,     ,     ,     ,     ,                    ,     ,
 49,17111227,2,     ,  450,     ,     ,                    ,     ,
 49,17111227,3,     ,     ,     ,     ,                    ,     ,
 49,17111228,1,     ,     ,     ,     ,                    ,     ,
 49,17111228,2,     ,  460,     ,     ,                    ,     ,
 49,17111228,3,     ,     ,     ,     ,                    ,     ,
 49,17111229,1,     ,     ,     ,     ,                    ,     ,
 49,17111229,2,     ,  460,     ,     ,                    ,     ,
 49,17111229,3,     ,     ,     ,     ,                    ,     ,
 49,17111230,1,     ,     ,     ,     ,                    ,     ,
 49,17111230,2,     ,  460,     ,     ,                    ,     ,
 49,17111230,3,     ,     ,     ,     ,                    ,     ,
 49,17111231,1,     ,     ,     ,     ,                    ,     ,
 49,17111231,2,     ,  430,     ,     ,                    ,     ,
 49,17111231,3,     ,     ,     ,     ,                    ,     ,
 49,17120101,1,     ,     ,     ,     ,                    ,     ,
 49,17120101,2,     ,  420,     ,     ,                    ,     ,
 49,17120101,3,     ,     ,     ,     ,                    ,     ,
 49,17120102,1,     ,     ,     ,     ,                    ,     ,
 49,17120102,2,     ,  380,     ,     ,                    ,     ,
 49,17120102,3,     ,     ,     ,     ,                    ,     ,
 49,17120103,1,     ,     ,     ,     ,                    ,     ,
 49,17120103,2,     ,  370,     ,     ,                    ,     ,
 49,17120103,3,     ,     ,     ,     ,                    ,     ,
 49,17120104,1,     ,     ,     ,     ,                    ,     ,
 49,17120104,2,     ,  360,     ,     ,                    ,     ,
 49,17120104,3,     ,     ,     ,     ,                    ,     ,
 49,17120105,1,     ,     ,     ,     ,                    ,     ,
 49,17120105,2,     ,  360,     ,     ,                    ,     ,
 49,17120105,3,     ,     ,     ,     ,                    ,     ,
 49,17120106,1,     ,     ,     ,     ,                    ,     ,
 49,17120106,2,     ,  350,     ,     ,                    ,     ,
 49,17120106,3,     ,     ,     ,     ,                    ,     ,
 49,17120107,1,     ,     ,     ,     ,                    ,     ,
 49,17120107,2,     ,  350,     ,     ,                    ,     ,
 49,17120107,3,     ,     ,     ,     ,                    ,     ,
 49,17120108,1,     ,     ,     ,     ,                    ,     ,
 49,17120108,2,     ,  350,     ,     ,                    ,     ,
 49,17120108,3,     ,     ,     ,     ,                    ,     ,
 49,17120109,1,     ,     ,     ,     ,                    ,     ,
 49,17120109,2,     ,  340,     ,     ,                    ,     ,
 49,17120109,3,     ,     ,     ,     ,                    ,     ,
 49,17120110,1,     ,     ,     ,     ,                    ,     ,
 49,17120110,2,     ,  340,     ,     ,                    ,     ,
 49,17120110,3,     ,     ,     ,     ,                    ,     ,
 49,17120111,1,     ,     ,     ,     ,                    ,     ,
 49,17120111,2,     ,  340,     ,     ,                    ,     ,
 49,17120111,3,     ,     ,     ,     ,                    ,     ,
 49,17120112,1,     ,     ,     ,     ,                    ,     ,
 49,17120112,2,     ,  360,     ,     ,                    ,     ,
 49,17120112,3,     ,     ,     ,     ,                    ,     ,
 49,17120113,1,     ,     ,     ,     ,                    ,     ,
 49,17120113,2,     ,  400,     ,     ,                    ,     ,
 49,17120113,3,     ,     ,     ,     ,                    ,     ,
 49,17120114,1,     ,     ,     ,     ,                    ,     ,
 49,17120114,2,     ,  420,     ,     ,                    ,     ,
 49,17120114,3,     ,     ,     ,     ,                    ,     ,
 49,17120115,1,     ,     ,     ,     ,                    ,     ,
 49,17120115,2,     ,  430,     ,     ,                    ,     ,
 49,17120115,3,     ,     ,     ,     ,                    ,     ,
 49,17120116,1,     ,     ,     ,     ,                    ,     ,
 49,17120116,2,     ,  430,     ,     ,                    ,     ,
 49,17120116,3,     ,     ,     ,     ,                    ,     ,
 49,17120117,1,     ,     ,     ,     ,                    ,     ,
 49,17120117,2,     ,  410,     ,     ,                    ,     ,
 49,17120117,3,     ,     ,     ,     ,                    ,     ,
 49,17120118,1,     ,     ,     ,     ,                    ,     ,
 49,17120118,2,     ,  400,     ,     ,                    ,     ,
 49,17120118,3,     ,     ,     ,     ,                    ,     ,
 49,17120119,1,     ,     ,     ,     ,                    ,     ,
 49,17120119,2,     ,  370,     ,     ,                    ,     ,
 49,17120119,3,     ,     ,     ,     ,                    ,     ,
 49,17120120,1,     ,     ,     ,     ,                    ,     ,
 49,17120120,2,     ,  360,     ,     ,                    ,     ,
