STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 43,17300410,2,29041,  580,   ZW,    0,GEHBET              ,     ,
 43,17300410,3,29050,  540,   ZW,    0,GEHBET              ,     ,
 43,17300411,1,29050,  530,    Z,    0,HEL                 ,     ,
 43,17300411,2,29040,  680,    Z,    0,HEL                 ,     ,
 43,17300411,3,29020,  520,    Z,    0,HEL                 ,     ,
 43,17300412,1,29012,  500,    N,   30,REGONW              ,     ,
 43,17300412,2,29020,  540,    N,   20,GEHBET              ,     ,
 43,17300412,3,29030,  460,    N,   10,GEHBET              ,    2,
 43,17300413,1,29033,  480,   NO,    0,BET                 ,     ,
 43,17300413,2,29032,  580,    O,    0,BEW                 ,     ,
 43,17300413,3,29030,  380,    O,    0,HEL                 ,     ,
 43,17300414,1,29010,  440,   ZO,    0,HEL                 ,     ,
 43,17300414,2,29010,  580,    Z,    0,HEL                 ,     ,
 43,17300414,3,28100,  480,    Z,    0,HEL                 ,     ,
 43,17300415,1,28100,  500,    W,    0,REG                 ,     ,
 43,17300415,2,28110,  580,    W,    0,BET                 ,     ,
 43,17300415,3,29000,  450,    W,    0,HEL                 ,    1,
 43,17300416,1,29012,  470,   NO,    0,OMTHEL              ,     ,
 43,17300416,2,29020,  620,   NO,    0,HEL                 ,     ,
 43,17300416,3,29023,  480,   NO,    0,OMTHEL              ,     ,
 43,17300417,1,29030,  500,   NO,    0,HEL                 ,     ,
 43,17300417,2,29030,  580,   NO,    0,HEL                 ,     ,
 43,17300417,3,29022,  500,   NO,    0,HEL                 ,     ,
 43,17300418,1,29020,  500,   NO,    0,HEL                 ,     ,
 43,17300418,2,29012,  680,   NO,    0,OMTHEL              ,     ,
 43,17300418,3,29001,  520,   NO,    0,HEL                 ,     ,
 43,17300419,1,28100,  500,    W,    0,BET                 ,     ,
 43,17300419,2,28090,  600,   NW,    0,REG                 ,     ,
 43,17300419,3,28090,  400,   NW,    0,REG                 ,   20,
 43,17300420,1,28080,  400,    W,    0,BET                 ,     ,
 43,17300420,2,28080,  540,    W,    0,REGHAG              ,     ,
 43,17300420,3,28080,  440,    W,    0,BET                 ,    3,
 43,17300421,1,28070,  460,   ZO,    0,BET                 ,     ,
 43,17300421,2,28071,  560,   ZO,    0,REG                 ,     ,
 43,17300421,3,28091,  420,   ZO,    0,HEL                 ,     ,
 43,17300422,1,28112,  450,   NW,    0,REG                 ,     ,
 43,17300422,2,29002,  600,   ZW,    0,GEHBET              ,     ,
 43,17300422,3,29002,  500,   ZW,    0,GEHBET              ,   10,
 43,17300423,1,29020,  500,    W,   20,BET                 ,     ,
 43,17300423,2,29020,  600,    W,   20,BET                 ,     ,
 43,17300423,3,29023,  500,    W,   20,BET                 ,     ,
 43,17300424,1,29030,  500,   NW,    0,BET                 ,     ,
 43,17300424,2,29032,  540,    W,    0,BET                 ,     ,
 43,17300424,3,29030,  480,    W,    0,HEL                 ,     ,
 43,17300425,1,29021,  480,    W,    0,BET                 ,    2,
 43,17300425,2,29020,  660,    W,    0,BET                 ,     ,
 43,17300425,3,29020,  500,    W,    0,BET                 ,     ,
 43,17300426,1,29013,  500,   NW,    0,HEL                 ,     ,
 43,17300426,2,29020,  640,    N,    0,HEL                 ,     ,
 43,17300426,3,29011,  440,    N,    0,HEL                 ,     ,
 43,17300427,1,28110,  420,    W,    0,BET                 ,     ,
 43,17300427,2,28090,  620,    W,    0,BET                 ,     ,
 43,17300427,3,28090,  400,    W,    0,REG                 ,   20,
 43,17300428,1,28082,  480,    W,    0,BET                 ,     ,
 43,17300428,2,28092,  500,   NW,    0,REGHAGONW           ,   30,
 43,17300428,3,28082,  440,    Z,    0,BET                 ,     ,
 43,17300429,1,28080,  440,   ZW,    0,GEHBET              ,     ,
 43,17300429,2,28080,  580,   ZW,    0,GEHBETREG           ,     ,
 43,17300429,3,28100,  470,   ZW,    0,GEHBET              ,   10,
 43,17300430,1,29012,  480,    N,    0,BET                 ,     ,
 43,17300430,2,29020,  600,    N,    0,BET                 ,     ,
 43,17300430,3,29040,  460,    N,    0,HEL                 ,     ,
 43,17300501,1,29060,  500,    N,    0,HEL                 ,     ,
 43,17300501,2,29061,  620,    N,    0,HEL                 ,     ,
 43,17300501,3,29061,  440,    N,    0,HEL                 ,     ,
 43,17300502,1,29060,  500,   NO,    0,HEL                 ,     ,
 43,17300502,2,29060,  600,   NO,    0,HEL                 ,     ,
 43,17300502,3,29052,  500,   NO,    0,HEL                 ,     ,
 43,17300503,1,29050,  500,   NO,    0,HEL                 ,     ,
 43,17300503,2,29050,  680,   NO,    0,HEL                 ,     ,
 43,17300503,3,29040,  510,   NO,    0,HEL                 ,     ,
 43,17300504,1,29041,  520,   NO,   20,BET                 ,     ,
 43,17300504,2,29040,  640,   NO,   20,OMTHEL              ,     ,
 43,17300504,3,29030,  480,   NO,    0,HEL                 ,     ,
 43,17300505,1,29030,  520,   NO,    0,OMTHEL              ,     ,
 43,17300505,2,29023,  580,   NO,    0,OMTHEL              ,     ,
 43,17300505,3,29020,  520,   NO,    0,GEHBET              ,     ,
 43,17300506,1,29011,  520,    N,    0,BET                 ,     ,
 43,17300506,2,29020,  620,    N,    0,BET                 ,     ,
 43,17300506,3,29013,  500,    N,    0,BET                 ,     ,
 43,17300507,1,29020,  500,   NW,    0,BET                 ,     ,
 43,17300507,2,29013,  590,    W,    0,BETONW              ,     ,
 43,17300507,3,28111,  520,    W,    0,REG                 ,   70,
 43,17300508,1,29000,  500,    N,    0,GEHBET              ,     ,
 43,17300508,2,29003,  560,    N,    0,GEHBET              ,     ,
 43,17300508,3,29020,  460,    N,    0,HEL                 ,     ,
 43,17300509,1,29010,  500,    N,    0,BET                 ,     ,
 43,17300509,2,29011,  640,    N,    0,BET                 ,     ,
 43,17300509,3,29020,  460,    N,    0,BET                 ,     ,
 43,17300510,1,29030,  490,  NTO,    0,BET                 ,     ,
 43,17300510,2,29030,  600,  NTO,    0,OMTHEL              ,     ,
 43,17300510,3,29031,  480,  NTO,    0,HEL                 ,     ,
 43,17300511,1,29040,  520,   NO,   20,HEL                 ,     ,
 43,17300511,2,29040,  600,   NO,   20,HEL                 ,     ,
 43,17300511,3,29032,  480,   NO,    0,HEL                 ,     ,
 43,17300512,1,29040,  500,   NO,    0,HEL                 ,     ,
 43,17300512,2,29030,  620,    O,   20,BEW                 ,     ,
 43,17300512,3,29031,  480,    O,   20,BEW                 ,     ,
 43,17300513,1,29030,  500,    O,   20,HEL                 ,     ,
 43,17300513,2,29022,  640,    O,   20,BET                 ,     ,
 43,17300513,3,29010,  480,   NO,    0,REG                 ,   20,
 43,17300514,1,29000,  500,   NO,    0,GEHBETREG           ,     ,
 43,17300514,2,28111,  510,   NO,    0,REG                 ,     ,
 43,17300514,3,28110,  500,   NO,    0,BET                 ,   20,
 43,17300515,1,28100,  480,   NO,    0,REG                 ,     ,
 43,17300515,2,28092,  560,   NO,   20,GEHBETONWREG        ,     ,
 43,17300515,3,28082,  540,   NO,   30,GEHBETONWREG        ,   50,
 43,17300516,1,28090,  510,   NO,    0,REG                 ,     ,
 43,17300516,2,28091,  580,   ZO,    0,GEHBET              ,     ,
 43,17300516,3,28100,  520,    Z,    0,GEHBET              ,   10,
 43,17300517,1,28110,  520,    Z,    0,GEHBETREG           ,     ,
 43,17300517,2,28110,  680,    Z,    0,BETREGONW           ,     ,
 43,17300517,3,28112,  520,    Z,    0,BET                 ,   20,
 43,17300518,1,29000,  530,    O,    0,BET                 ,     ,
 43,17300518,2,29001,  640,    O,    0,BET                 ,     ,
 43,17300518,3,29001,  540,    N,    0,HEL                 ,     ,
 43,17300519,1,29000,  530,    N,    0,BETONW              ,     ,
 43,17300519,2,29010,  700,   NO,    0,BETONW              ,     ,
 43,17300519,3,29003,  540,   NO,    0,OMTHEL              ,     ,
 43,17300520,1,29010,  540,    N,    0,BET                 ,     ,
 43,17300520,2,29010,  660,    N,    0,BET                 ,     ,
 43,17300520,3,29003,  520,    N,    0,BET                 ,     ,
 43,17300521,1,29002,  560,   NO,    0,BET                 ,     ,
 43,17300521,2,29000,  580,   ZO,    0,BET                 ,     ,
 43,17300521,3,28102,  560,   ZO,    0,BET                 ,     ,
 43,17300522,1,28090,  560,    Z,    0,BET                 ,     ,
 43,17300522,2,28091,  620,   ZW,    0,BETVOG              ,     ,
 43,17300522,3,28100,  540,   ZW,    0,BEWVOG              ,     ,
 43,17300523,1,28110,  540,   ZW,    0,BET                 ,     ,
 43,17300523,2,28110,  700,   ZW,    0,BET                 ,     ,
 43,17300523,3,28100,  560,   ZW,    0,REG                 ,   20,
 43,17300524,1,28080,  630,    W,   20,REG                 ,     ,
 43,17300524,2,28090,  660,    W,   10,BETREG              ,     ,
 43,17300524,3,28100,  600,    W,   10,BEW                 ,   20,
 43,17300525,1,28100,  600,    Z,   20,HEL                 ,     ,
 43,17300525,2,28100,  720,    Z,   10,BETREGONW           ,     ,
 43,17300525,3,28102,  560,    Z,    0,HEL                 ,   10,
 43,17300526,1,28113,  600,    Z,    0,BETVOG              ,     ,
 43,17300526,2,29000,  760,    Z,    0,BET                 ,     ,
 43,17300526,3,29000,  610,    Z,    0,REG                 ,    2,
 43,17300527,1,29000,  580,    Z,    0,BET                 ,     ,
 43,17300527,2,29000,  780,    W,    0,BETONW              ,     ,
 43,17300527,3,29000,  580,    W,    0,REG                 ,   12,
 43,17300528,1,28112,  600,    O,    0,HEL                 ,     ,
 43,17300528,2,29000,  780,    Z,    0,BETONW              ,     ,
 43,17300528,3,29000,  610,    O,    0,REG                 ,   22,
 43,17300529,1,28110,  620,    O,    0,BEW                 ,     ,
 43,17300529,2,28100,  770,    Z,    0,BET                 ,     ,
 43,17300529,3,28082,  640,    Z,    0,BEW                 ,     ,
 43,17300530,1,28081,  610,   NO,    0,REG                 ,     ,
 43,17300530,2,28100,  640,   NW,    0,BETONW              ,     ,
 43,17300530,3,28102,  550,    W,    0,REG                 ,   32,
 43,17300531,1,28110,  540,    W,   20,BET                 ,    2,
 43,17300531,2,28112,  700,    W,    0,REG                 ,     ,
 43,17300531,3,29000,  550,    W,    0,BET                 ,     ,
 43,17300601,1,29000,  580,    N,    0,BET                 ,     ,
 43,17300601,2,29000,  640,    N,    0,REGONW              ,     ,
 43,17300601,3,29002,  540,    N,    0,BEW                 ,   12,
 43,17300602,1,29003,  540,   NW,    0,BET                 ,     ,
 43,17300602,2,29003,  680,   NW,    0,BET                 ,     ,
 43,17300602,3,29003,  560,   NW,    0,BETONW              ,     ,
 43,17300603,1,29010,  560,    W,    0,GEHBET              ,     ,
 43,17300603,2,29010,  680,    W,    0,GEHBET              ,     ,
 43,17300603,3,29003,  620,    W,    0,REG                 ,    2,
 43,17300604,1,29012,  620,    W,    0,BET                 ,     ,
 43,17300604,2,29020,  770,    W,    0,BET                 ,     ,
 43,17300604,3,29030,  580,    W,    0,BET                 ,     ,
 43,17300605,1,29030,  640,   NW,    0,BET                 ,     ,
 43,17300605,2,29033,  680,   NW,    0,BET                 ,     ,
 43,17300605,3,29030,  580,   NW,    0,HEL                 ,     ,
 43,17300606,1,29022,  600,    W,    0,BET                 ,     ,
 43,17300606,2,29020,  740,    W,    0,BEW                 ,     ,
 43,17300606,3,29013,  580,    W,    0,HEL                 ,     ,
 43,17300607,1,29011,  580,    W,    0,HEL                 ,     ,
 43,17300607,2,29003,  720,    W,    0,BEW                 ,     ,
 43,17300607,3,29020,  520,    W,    0,HEL                 ,     ,
 43,17300608,1,29020,  520,    W,    0,HEL                 ,     ,
 43,17300608,2,29020,  740,    W,    0,BEW                 ,     ,
 43,17300608,3,29012,  540,    W,    0,REG                 ,   10,
 43,17300609,1,28112,  560,   ZW,   20,REG                 ,     ,
 43,17300609,2,29000,  640,   ZW,   20,GEHBET              ,     ,
 43,17300609,3,28113,  520,   ZW,   10,REG                 ,   50,
 43,17300610,1,28093,  540,    W,   30,REG                 ,   22,
 43,17300610,2,28100,  640,    N,   20,BET                 ,     ,
 43,17300610,3,29010,  520,    N,   20,BET                 ,     ,
 43,17300611,1,29020,  530,    W,    0,BET                 ,     ,
 43,17300611,2,29030,  740,    W,    0,BET                 ,     ,
 43,17300611,3,29030,  540,    W,    0,BEW                 ,     ,
 43,17300612,1,29040,  540,    N,    0,BET                 ,     ,
 43,17300612,2,29040,  720,    N,    0,BEW                 ,     ,
 43,17300612,3,29040,  520,    N,    0,HEL                 ,     ,
 43,17300613,1,29040,  540,   NO,    0,OMTHEL              ,     ,
 43,17300613,2,29040,  720,   NO,    0,OMTHEL              ,     ,
 43,17300613,3,29040,  560,   NO,    0,OMTHEL              ,     ,
 43,17300614,1,29030,  580,    N,    0,OMTHEL              ,     ,
 43,17300614,2,29032,  720,    N,    0,REG                 ,    2,
 43,17300614,3,29030,  620,    N,    0,OMTHEL              ,     ,
 43,17300615,1,29030,  640,    O,    0,OMTHEL              ,     ,
 43,17300615,2,29020,  840,    O,    0,BET                 ,     ,
 43,17300615,3,29013,  620,    O,    0,BET                 ,     ,
 43,17300616,1,29001,  620,    W,    0,HEL                 ,     ,
 43,17300616,2,29000,  780,    Z,   20,OMTHEL              ,     ,
 43,17300616,3,28111,  620,    W,    0,HEL                 ,     ,
 43,17300617,1,28110,  620,   NW,    0,REG                 ,    2,
 43,17300617,2,28111,  680,   NW,   10,GEHBETREG           ,     ,
 43,17300617,3,29000,  540,   NW,    0,BET                 ,     ,
 43,17300618,1,29010,  600,    W,   20,OMTHEL              ,     ,
 43,17300618,2,29020,  720,    W,   20,OMTHEL              ,     ,
 43,17300618,3,29011,  600,    W,   10,OMTHEL              ,     ,
 43,17300619,1,29010,  640,   ZW,    0,HEL                 ,     ,
 43,17300619,2,29010,  760,   ZW,    0,BET                 ,     ,
 43,17300619,3,29010,  610,   ZW,    0,BET                 ,     ,
 43,17300620,1,29010,  620,   ZW,    0,GEHBET              ,     ,
 43,17300620,2,29010,  740,   ZW,    0,GEHBET              ,     ,
 43,17300620,3,29000,  600,   ZW,    0,REG                 ,   12,
 43,17300621,1,28100,  600,   ZW,    0,BET                 ,     ,
 43,17300621,2,28100,  710,   ZW,   20,BETREG              ,     ,
 43,17300621,3,28113,  510,   ZW,   10,BET                 ,    2,
 43,17300622,1,29010,  500,    W,   20,HAGREG              ,     ,
 43,17300622,2,29013,  680,    W,   20,BET                 ,   12,
 43,17300622,3,29020,  550,    W,   10,BEW                 ,     ,
 43,17300623,1,29010,  580,    W,    0,BETVOG              ,     ,
 43,17300623,2,29002,  740,   NO,    0,BET                 ,     ,
 43,17300623,3,28112,  580,   NO,    0,REG                 ,   20,
 43,17300624,1,28100,  560,    W,    0,BET                 ,     ,
 43,17300624,2,     ,     ,     ,     ,BET                 ,     ,
 43,17300624,3,     ,     ,     ,     ,REG                 ,     ,
 43,17300625,1,     ,     ,     ,     ,GEHBET              ,     ,
 43,17300625,2,     ,     ,     ,     ,GEHBETONW           ,     ,
 43,17300625,3,     ,     ,     ,     ,GEHBET              ,     ,
 43,17300626,1,     ,     ,     ,     ,                    ,     ,
 43,17300626,2,     ,     ,     ,     ,                    ,     ,
 43,17300626,3,     ,     ,     ,     ,                    ,     ,
 43,17300627,1,     ,     ,     ,     ,                    ,     ,
 43,17300627,2,     ,     ,     ,     ,                    ,     ,
 43,17300627,3,     ,     ,     ,     ,                    ,   72,
 43,17300628,1,     ,     ,     ,     ,BEW                 ,     ,
 43,17300628,2,     ,     ,     ,     ,BEW                 ,     ,
 43,17300628,3,28100,  680,    O,    0,BET                 ,     ,
 43,17300629,1,28110,  630,    O,    0,HEL                 ,     ,
 43,17300629,2,29000,  780,    O,    0,HEL                 ,     ,
 43,17300629,3,29001,  680,    O,    0,HEL                 ,     ,
 43,17300630,1,29003,  640,    O,    0,HEL                 ,     ,
 43,17300630,2,29003,  740,    O,    0,HEL                 ,     ,
 43,17300630,3,29003,  620,    O,    0,HEL                 ,     ,
 43,17300701,1,29002,  640,    O,    0,HEL                 ,     ,
 43,17300701,2,29002,  760,    O,    0,BETONW              ,     ,
 43,17300701,3,29002,  580,    O,    0,OMTHEL              ,     ,
 43,17300702,1,29000,  590,    W,   20,MISREG              ,     ,
 43,17300702,2,29000,  720,    W,   20,GEHBET              ,     ,
 43,17300702,3,29002,  580,    W,   10,HEL                 ,     ,
 43,17300703,1,29010,  630,   ZW,   10,HEL                 ,     ,
 43,17300703,2,29010,  760,   ZW,   10,OMTHEL              ,     ,
 43,17300703,3,29010,  600,   ZW,    0,HEL                 ,     ,
 43,17300704,1,29010,  610,    N,   10,OMTHEL              ,     ,
 43,17300704,2,29010,  760,    N,   20,OMTHEL              ,     ,
 43,17300704,3,29010,  600,    N,    0,OMTHEL              ,     ,
 43,17300705,1,29010,  590,  NTW,    0,BET                 ,     ,
 43,17300705,2,29010,  720,    N,   10,BET                 ,     ,
 43,17300705,3,29020,  560,  NTW,   10,OMTHEL              ,     ,
 43,17300706,1,29021,  600,  NTO,    0,BET                 ,     ,
 43,17300706,2,29023,  680,  NTO,    0,BET                 ,     ,
 43,17300706,3,29031,  540,  NTO,    0,BET                 ,     ,
 43,17300707,1,29032,  580,   NW,    0,BET                 ,     ,
 43,17300707,2,29032,  760,   NW,    0,BET                 ,     ,
 43,17300707,3,29032,  580,   NW,    0,BET                 ,     ,
 43,17300708,1,29031,  610,   NW,    0,BET                 ,     ,
 43,17300708,2,29031,  780,   NW,    0,BET                 ,     ,
 43,17300708,3,29030,  620,   NW,    0,BET                 ,     ,
 43,17300709,1,29030,  660,    O,    0,HEL                 ,     ,
 43,17300709,2,29030,  860,    O,    0,BET                 ,     ,
 43,17300709,3,29030,  640,    O,    0,HEL                 ,     ,
 43,17300710,1,29030,  660,    N,    0,OMTHEL              ,     ,
 43,17300710,2,29023,  840,    N,    0,BEWONW              ,     ,
 43,17300710,3,29023,  640,    N,    0,OMTHEL              ,     ,
 43,17300711,1,29021,  640,    N,    0,GEHBET              ,     ,
 43,17300711,2,29020,  790,    N,    0,GEHBET              ,     ,
 43,17300711,3,29013,  580,    N,    0,BET                 ,     ,
 43,17300712,1,29002,  610,   ZW,   20,GEHBETREG           ,     ,
 43,17300712,2,29001,  720,   ZW,   20,BET                 ,     ,
 43,17300712,3,28101,  570,   ZW,    0,REG                 ,   50,
 43,17300713,1,28070,  600,   ZW,   20,BETREG              ,     ,
 43,17300713,2,28080,  780,   ZW,   40,BET                 ,     ,
 43,17300713,3,28100,  580,   ZW,   40,REG                 ,   70,
 43,17300714,1,29000,  640,    W,   20,HAGREG              ,     ,
 43,17300714,2,29002,  600,    W,   20,BETVOG              ,   20,
 43,17300714,3,29013,  540,    W,    0,OMTHEL              ,     ,
 43,17300715,1,29020,  600,  ZTW,    0,BETVOG              ,     ,
 43,17300715,2,29021,  690,  ZTW,    0,BET                 ,     ,
 43,17300715,3,29030,  620,  ZTW,    0,HEL                 ,     ,
 43,17300716,1,29032,  640,    Z,    0,BET                 ,     ,
 43,17300716,2,29040,  780,    Z,    0,BET                 ,     ,
 43,17300716,3,29033,  630,    Z,    0,HEL                 ,     ,
 43,17300717,1,29031,  650,    W,    0,HEL                 ,     ,
 43,17300717,2,29031,  820,    W,    0,HEL                 ,     ,
 43,17300717,3,29030,  640,    W,    0,HEL                 ,     ,
 43,17300718,1,29022,  650,    W,    0,HEL                 ,     ,
 43,17300718,2,29020,  800,    O,    0,HEL                 ,     ,
 43,17300718,3,29003,  660,    O,    0,HEL                 ,     ,
 43,17300719,1,28102,  660,    O,   10,BETVOG              ,     ,
 43,17300719,2,28110,  820,    O,   20,GEHBETONWREG        ,     ,
 43,17300719,3,28110,  640,    O,   10,BET                 ,  132,
 43,17300720,1,28112,  600,    O,    0,GEHBETVOG           ,     ,
 43,17300720,2,29000,  700,    N,    0,BETONW              ,     ,
 43,17300720,3,29010,  590,    N,    0,REG                 ,   72,
 43,17300721,1,29020,  620,   NW,    0,BET                 ,     ,
 43,17300721,2,29020,  760,   NW,    0,BET                 ,     ,
 43,17300721,3,29012,  620,   NW,    0,BET                 ,     ,
 43,17300722,1,29001,  580,    N,    0,GEHBET              ,    2,
 43,17300722,2,29000,  740,    N,    0,GEHBET              ,     ,
 43,17300722,3,28110,  620,    N,    0,GEHBET              ,     ,
 43,17300723,1,28100,  620,   ZO,    0,REG                 ,     ,
 43,17300723,2,28100,  700,    N,    0,BET                 ,     ,
 43,17300723,3,28110,  620,    N,    0,REG                 ,   70,
 43,17300724,1,28110,  660,  NTW,    0,GEHBETVOG           ,     ,
 43,17300724,2,29000,  720,  NTW,    0,GEHBET              ,     ,
 43,17300724,3,29001,  600,  NTW,    0,GEHBET              ,     ,
 43,17300725,1,29001,  620,    W,    0,BETVOG              ,     ,
 43,17300725,2,29003,  760,    W,    0,BET                 ,     ,
 43,17300725,3,29030,  560,    W,    0,HEL                 ,     ,
 43,17300726,1,29030,  620,    W,   20,BET                 ,     ,
 43,17300726,2,29030,  730,    W,   20,BET                 ,     ,
 43,17300726,3,29020,  600,    W,   10,HEL                 ,     ,
 43,17300727,1,29010,  600,  WTN,    0,BETREG              ,     ,
 43,17300727,2,29002,  610,  WTN,    0,BET                 ,     ,
 43,17300727,3,28112,  520,  WTN,    0,REG                 ,   20,
 43,17300728,1,28102,  560,   NW,    0,HAGREG              ,     ,
 43,17300728,2,28110,  640,   NW,    0,BETONW              ,     ,
 43,17300728,3,29000,  520,   NW,    0,HAGREG              ,  130,
 43,17300729,1,29010,  540,   NW,    0,REG                 ,   20,
 43,17300729,2,29012,  680,    N,   20,BET                 ,     ,
 43,17300729,3,29020,  560,   NW,    0,BET                 ,     ,
 43,17300730,1,29020,  600,   ZW,   20,REG                 ,     ,
 43,17300730,2,29020,  600,   ZW,   20,GEHBET              ,     ,
 43,17300730,3,29021,  580,   ZW,    0,REG                 ,   40,
 43,17300731,1,29030,  640,    N,    0,BET                 ,     ,
 43,17300731,2,29030,  740,    N,    0,BET                 ,     ,
 43,17300731,3,29030,  620,    N,    0,BET                 ,     ,
 43,17300801,1,29030,  670,  ZTW,    0,GEHBET              ,     ,
 43,17300801,2,29030,  760,  ZTW,    0,GEHBET              ,     ,
 43,17300801,3,29022,  660,  ZTW,    0,GEHBET              ,     ,
 43,17300802,1,29030,  670,  ZTW,    0,BET                 ,     ,
 43,17300802,2,29030,  740,  ZTW,    0,BET                 ,     ,
 43,17300802,3,29031,  660,  ZTW,    0,HEL                 ,     ,
 43,17300803,1,29031,  700,   NW,    0,HEL                 ,     ,
 43,17300803,2,29031,  840,   NO,    0,BEW                 ,     ,
 43,17300803,3,29023,  700,   NO,    0,HEL                 ,     ,
 43,17300804,1,29023,  680,   NO,    0,HEL                 ,     ,
 43,17300804,2,29030,  860,   NO,    0,HEL                 ,     ,
 43,17300804,3,29030,  700,   NO,    0,HEL                 ,     ,
 43,17300805,1,29020,  720,    Z,   20,HEL                 ,     ,
 43,17300805,2,29010,  900,    Z,   20,BETWEE              ,     ,
 43,17300805,3,29001,  720,    Z,   10,BETONW              ,     ,
 43,17300806,1,29001,  650,    W,   10,REG                 ,   30,
 43,17300806,2,29010,  760,    W,   10,BET                 ,     ,
 43,17300806,3,29020,  560,    W,   10,HEL                 ,     ,
 43,17300807,1,29013,  600,    W,   20,HAGREG              ,     ,
 43,17300807,2,29021,  680,    W,   20,BET                 ,     ,
 43,17300807,3,29020,  550,    W,    0,REG                 ,   60,
 43,17300808,1,29010,  580,   ZW,   10,REG                 ,     ,
 43,17300808,2,29000,  560,   ZW,   10,REG                 ,  120,
 43,17300808,3,29000,  520,   ZW,    0,GEHBET              ,     ,
 43,17300809,1,28101,  560,    W,    0,REG                 ,   70,
 43,17300809,2,28101,  620,   NW,    0,REG                 ,     ,
 43,17300809,3,28100,  620,    W,   20,REG                 ,   20,
 43,17300810,1,28093,  600,    W,   30,REG                 ,     ,
 43,17300810,2,28101,  720,    W,   30,BETREG              ,     ,
 43,17300810,3,28111,  640,    W,   20,BET                 ,   10,
 43,17300811,1,28110,  620,    W,    0,REG                 ,     ,
 43,17300811,2,28112,  680,    W,   10,BET                 ,   50,
 43,17300811,3,28113,  620,    W,   10,BET                 ,     ,
 43,17300812,1,29011,  580,    W,    0,HEL                 ,     ,
 43,17300812,2,29020,  720,    W,    0,BEW                 ,     ,
 43,17300812,3,29030,  560,    W,    0,HEL                 ,     ,
 43,17300813,1,29021,  660,    Z,    0,HEL                 ,     ,
 43,17300813,2,29021,  760,    O,    0,BEW                 ,     ,
 43,17300813,3,29002,  640,    O,    0,BEW                 ,     ,
 43,17300814,1,29000,  600,   ZW,   20,BET                 ,     ,
 43,17300814,2,29003,  700,   ZW,   10,REG                 ,     ,
 43,17300814,3,29003,  600,   ZW,   10,REG                 ,    1,
 43,17300815,1,29030,  560,   NW,   20,BET                 ,     ,
 43,17300815,2,29033,  720,   NW,    0,OMTHEL              ,     ,
 43,17300815,3,29033,  540,   NW,    0,OMTHEL              ,     ,
 43,17300816,1,29033,  580,    Z,    0,HEL                 ,     ,
 43,17300816,2,29032,  760,    Z,    0,HEL                 ,     ,
 43,17300816,3,29030,  580,    Z,    0,HEL                 ,     ,
 43,17300817,1,29030,  630,   ZO,    0,HEL                 ,     ,
 43,17300817,2,29021,  760,   ZO,    0,HEL                 ,     ,
 43,17300817,3,29013,  620,   ZO,    0,HEL                 ,     ,
 43,17300818,1,29002,  630,   ZO,    0,HEL                 ,     ,
 43,17300818,2,29002,  800,   ZO,    0,OMTHEL              ,     ,
 43,17300818,3,29000,  640,   ZO,    0,BET                 ,     ,
 43,17300819,1,29010,  580,    W,    0,                    ,     ,
 43,17300819,2,29011,  700,    W,    0,BET                 ,     ,
 43,17300819,3,29003,  560,    W,    0,HEL                 ,     ,
 43,17300820,1,29010,  600,    W,    0,BETREG              ,    3,
 43,17300820,2,29011,  740,    W,    0,BEW                 ,     ,
 43,17300820,3,29011,  560,    W,    0,HEL                 ,     ,
 43,17300821,1,29020,  620,    W,    0,HEL                 ,     ,
 43,17300821,2,29021,  720,    W,    0,HEL                 ,     ,
 43,17300821,3,29030,  580,    W,    0,HEL                 ,     ,
 43,17300822,1,29032,  620,    W,    0,BET                 ,     ,
 43,17300822,2,29033,  720,    W,    0,BET                 ,     ,
 43,17300822,3,29033,  600,    W,    0,HEL                 ,     ,
 43,17300823,1,29033,  560,    W,    0,HEL                 ,     ,
 43,17300823,2,29030,  700,    W,    0,HEL                 ,     ,
 43,17300823,3,29022,  640,    W,    0,HEL                 ,     ,
 43,17300824,1,29020,  680,   ZO,    0,HEL                 ,     ,
 43,17300824,2,29020,  800,   ZO,    0,HEL                 ,     ,
 43,17300824,3,29010,  700,   ZO,    0,HEL                 ,     ,
 43,17300825,1,29010,  600,    W,    0,BET                 ,     ,
 43,17300825,2,29010,  700,    W,    0,BET                 ,     ,
 43,17300825,3,29011,  640,    W,    0,BETVOG              ,    1,
 43,17300826,1,29013,  600,    W,    0,BETVOG              ,     ,
 43,17300826,2,29020,  680,    W,    0,BET                 ,    1,
 43,17300826,3,29020,  640,    W,    0,BET                 ,     ,
 43,17300827,1,29030,  640,   ZW,    0,BET                 ,     ,
 43,17300827,2,29030,  760,   ZW,    0,BET                 ,     ,
 43,17300827,3,29020,  640,   ZW,    0,HEL                 ,     ,
 43,17300828,1,29030,  640,    N,    0,OMTHEL              ,     ,
 43,17300828,2,29031,  700,   NW,    0,HEL                 ,     ,
 43,17300828,3,29040,  580,   NW,    0,HEL                 ,     ,
 43,17300829,1,29043,  580,    N,    0,BET                 ,     ,
 43,17300829,2,29050,  720,    N,    0,BEW                 ,     ,
 43,17300829,3,29050,  560,    N,    0,HEL                 ,     ,
 43,17300830,1,29040,  560,    N,    0,REG                 ,     ,
 43,17300830,2,29031,  700,    N,    0,BET                 ,     ,
 43,17300830,3,29040,  580,    N,    0,HEL                 ,   12,
